ISBN,Type,Title,Author,Publisher,Genre,Format,Unit Price,Publication Date,Pages,Length,Narrator,Rating
978-1-316-49228-4,Book,Consumer whatever of thank each,Phillip Franklin,Penguin Books,Thriller,Paperback,10.22,24/03/1981,185,,,2.22
978-0-681-53261-8,Book,Life main hair enjoy,Courtney Walton,Faber & Faber,Action,Paperback,56.46,16/05/2009,132,,,2.71
978-1-5269-6337-6,Book,Tough any relationship discover nothing culture,Alexandra Smith,Pearson,Religion and Spirituality,Paperback,23.78,22/01/2007,198,,,2.65
978-0-7995-7923-9,Book,Occur choose build,Andrea Rowland,Puffin Books,Crime Fiction,Hardback,24.96,31/07/1953,210,,,1.67
978-1-263-73508-3,Book,Group civil say own discuss energy,Suzanne Coleman,Faber & Faber,Science Fiction,Paperback,70.67,28/01/1983,154,,,3.62
978-1-941546-66-6,Book,Entire suggest beat,Lisa King,Random House,Gardening and Nature,Paperback,49.56,02/02/1983,190,,,2.17
978-1-75214-371-9,AudioBook,Return finally line case,Marc Romero,Cambridge University Press,Action,Audio,24.2,14/08/1989,0,07:29,Adjoa Andoh,2.19
978-0-913917-71-8,Book,Heart similar professor,Clayton Adams,Cambridge University Press,Crime Fiction,Hardback,19.13,30/01/1948,175,,,3.42
978-0-493-44686-8,Magazine,Whole five program after,Stephen Carlson,Faber & Faber,Science Fiction,Hardback,15.99,19/11/2001,117,,,2.43
978-1-364-52343-5,Book,So drop anything affect gun national,Patricia Brown,Faber & Faber,Period Drama,Hardback,28.16,27/11/2015,210,,,2.13
978-0-504-98651-2,Book,Draw doctor difference read single,Michelle Cochran,Transworld,Science Fiction,Paperback,23.69,02/12/1959,223,,,3.34
978-0-656-08188-2,eBook,Strategy first trade case station compare,Amanda Bennett,Transworld,History,Digital,20.47,23/12/1997,199,,,2.41
978-0-7460-8689-6,Book,Morning new apply suffer manage raise,Adam Adams,Joffe Books,Gardening and Nature,Hardback,20.42,08/06/1979,186,,,3.22
978-1-58790-555-1,Book,Generation past military fast soon,Samantha Perez,Hachette Livre,Science Fiction,Paperback,38.71,01/08/1995,180,,,2.14
978-0-427-89951-7,eBook,Smile professor change decision base other,Matthew Weber,Pearson,Memoir and Autobiography,Digital,92.03,22/12/1960,236,,,2.45
978-0-18-048815-7,Book,Help crime language,Anna Rose,Puffin Books,Young Adult,Paperback,25.68,25/04/1940,169,,,1.87
978-0-7191-6839-0,Book,Direction official method project news son,James Garcia,Puffin Books,Comics,Paperback,58.44,02/04/1972,265,,,2.31
978-0-85126-170-6,Magazine,Black wait collection avoid major sea,Amber Herrera,Bloomsbury,Children,Hardback,14.29,25/10/1980,244,,,2.31
978-0-527-88030-9,Book,Purpose remember resource,Larry Reeves,Harper Collins,Action,Paperback,10.99,23/10/1977,151,,,1.82
978-1-196-63139-1,Magazine,Choose beyond contain argue,Robert Santiago,Corner Stone,Action,Hardback,21.9,04/08/2014,146,,,2.97
978-1-4577-3448-9,AudioBook,Door deep debate,Vicki Sims,Puffin Books,Action,Audio,67.64,11/12/1975,0,11:09,Jim Dale,2.43
978-0-366-50556-2,Book,Tend until all,Nathan Castaneda,Joffe Books,History,Hardback,13.92,24/11/1970,195,,,1.06
978-0-644-30037-7,AudioBook,Language activity ten production speak day,Barbara Herrera,Transworld,Travel,Audio,19.7,26/05/1971,0,03:48,Stephen Fry,2.94
978-1-5164-2005-6,Book,Help move step huge school,Jessica Williams,Joffe Books,Science Fiction,Paperback,20.71,19/04/1999,241,,,1.95
978-1-57284-605-0,eBook,Situation sure eye pick thought,Arthur Wilson,Random House,Politics and Satire,Digital,10.46,06/11/1947,172,,,2.16
978-1-881189-52-7,Book,Feel college benefit past girl,Rachel Jones,Joffe Books,Comics,Hardback,26.05,26/11/1950,169,,,1.92
978-1-354-72496-5,Magazine,Voice five crime already,Carol Stewart,Penguin Books,Comedy,Hardback,12.5,10/03/1970,158,,,3.76
978-1-101-43809-1,AudioBook,Onto reach item,Heather Brown,Severn House,True Crime,Audio,35.42,18/07/1946,0,01:45,Dion Graham,2.46
978-0-546-98164-3,Book,Other population help,Monica Alexander,Cambridge University Press,Comics,Hardback,24.4,21/01/1993,169,,,1.23
978-1-5447-6861-8,Book,Item dream these state early,Elizabeth Golden,Joffe Books,Action,Hardback,30.19,25/09/1978,122,,,3.16
978-1-110-82787-9,Book,Sound local yourself skill,Angela Jacobson,Joffe Books,Memoir and Autobiography,Paperback,19.41,10/12/1983,241,,,1.17
978-0-08-722353-0,Magazine,Candidate animal look want,April Brown,Hachette Livre,Religion and Spirituality,Hardback,29.56,25/06/1981,170,,,2.76
978-1-996985-34-2,eBook,Two about onto sort could nor,Chelsea Alexander,Cambridge University Press,Crime Fiction,Digital,23.49,13/10/1969,264,,,2.31
978-0-399-03709-2,Book,Capital enough small cover end,Stephanie Johnson,Harper Collins,Young Adult,Hardback,20.74,14/08/1954,233,,,2.68
978-1-935937-90-6,Book,Only occur sort least,Robert Lawrence,Pearson,Memoir and Autobiography,Paperback,34.96,19/11/2009,203,,,2.54
978-0-436-66234-8,eBook,Girl with bill notice common,Renee Whitehead,Puffin Books,History,Digital,21.41,17/09/1940,189,,,2.54
978-1-61914-152-0,Book,Few whether different early example off,Mitchell Williams,Severn House,Comedy,Hardback,18.07,11/08/1987,244,,,1.52
978-0-240-78121-1,Book,Month speak tonight,Joshua Estrada,Faber & Faber,LGBTQ+,Paperback,24.73,03/07/1983,130,,,1.66
978-0-376-00424-6,Book,President cause be,Kevin Hall,Harper Collins,Gardening and Nature,Hardback,20.41,02/02/1941,198,,,1.83
978-1-5003-7832-5,Book,Quality bill now pass thing,Chelsea Yoder,Transworld,Thriller,Paperback,38.44,13/10/1989,207,,,2.45
978-1-67128-495-1,eBook,Congress executive investment small everything minute,Danny Rhodes,Random House,Crime Fiction,Digital,22.8,09/04/1972,160,,,3.92
978-0-209-21812-3,Book,Over including consider end full half,Cindy Lynch,Severn House,Gardening and Nature,Hardback,19.28,11/01/2005,228,,,1.6
978-0-496-15471-5,Book,Hair write how direction owner,Jennifer Jackson,Severn House,Politics and Satire,Paperback,55.25,30/06/1987,158,,,2.02
978-1-9776-4617-0,Magazine,Decision agreement commercial indicate kind,David Dominguez,Cambridge University Press,Thriller,Hardback,23.2,13/06/2015,181,,,1.37
978-1-74084-540-3,Book,Room question easy,Tina Thompson,Faber & Faber,Poetry,Hardback,41.96,22/07/1977,235,,,2.41
978-0-02-689002-1,Book,Never husband toward cut,David Burke,Severn House,True Crime,Paperback,21.17,12/11/1963,139,,,2.97
978-0-907584-23-0,AudioBook,Memory particular oil economy eat,Gary Gomez,Bloomsbury,Adventure Fiction,Audio,50.44,06/03/1940,0,09:40,Adjoa Andoh,1.67
978-1-71631-586-2,Book,Wait account hundred job,Debbie Sandoval,Transworld,Cooking,Paperback,10.03,24/08/2013,81,,,2.09
978-1-64827-563-0,Book,Room process change than especially officer,John Ryan,Penguin Books,True Crime,Hardback,56.12,06/04/1953,175,,,3.68
978-0-509-57538-4,Book,Sell her together investment,Robert James,Faber & Faber,Fantasy,Paperback,21.59,26/09/1970,276,,,3.83
978-0-16-200659-1,Book,Upon experience method,Connor Melendez,Joffe Books,Science Fiction,Hardback,20.71,21/11/2016,251,,,2.08
978-1-84486-673-1,Book,Financial rule policy world sometimes,Danielle Soto,Random House,Classic Fiction,Paperback,32.4,27/06/1960,221,,,2.36
978-1-00-636806-6,Book,Carry late religious,Kelly Graves,Penguin Books,Cooking,Hardback,18.74,14/02/2012,169,,,1.13
978-0-608-06816-9,eBook,End civil wait nice,Scott Davis,Random House,Memoir and Autobiography,Digital,44.06,14/07/1980,128,,,2.35
978-1-339-22260-8,Book,Cold which occur democratic,Mercedes Hawkins,Joffe Books,Fantasy,Paperback,11.69,14/03/1980,138,,,1.78
978-0-500-12109-2,Book,Its red space well,Kimberly Frederick,Random House,Fantasy,Paperback,24.27,12/02/2006,221,,,3.16
978-0-563-00851-4,eBook,Need something development group painting,Scott Garcia,Faber & Faber,Memoir and Autobiography,Digital,12.24,07/02/1956,152,,,2.05
978-1-4960-2014-7,eBook,Run tree over Republican truth,Shannon Castaneda,Penguin Books,Travel,Digital,172.94,15/04/1969,215,,,2.38
978-1-230-09904-0,Book,Once know evening wife,Patrick Sutton,Cambridge University Press,Politics and Satire,Paperback,22.16,10/09/2007,132,,,3.07
978-0-14-680276-8,Book,National accept beyond painting fear prepare,Alicia Murphy,Pearson,Adventure Fiction,Paperback,24.16,16/12/1949,238,,,2.64
978-1-4614-3179-4,Book,Care number school win how,Melanie Jones,Cambridge University Press,Poetry,Paperback,171.92,23/02/1979,240,,,2.45
978-0-692-20104-6,Magazine,Between keep really environment,Joseph Hamilton,Transworld,LGBTQ+,Paperback,21.05,05/11/1979,218,,,1.84
978-1-65337-662-9,Book,Mission experience history generation away,James Pena,Transworld,Science Fiction,Paperback,44.61,09/02/1955,162,,,3.14
978-1-68464-544-2,Book,Type order care discover economy necessary,Audrey Wilson,Severn House,Cooking,Hardback,15.3,24/10/2006,138,,,1.42
978-0-249-55249-2,eBook,Fast father size,Pamela Atkins,Transworld,Children,Digital,39.73,08/08/1987,219,,,1.61
978-0-07-083472-9,eBook,Her or fly,Richard Williams,Joffe Books,Children,Digital,12.03,09/01/1959,196,,,2.61
978-1-65571-453-5,Book,Writer including degree again on church others,Andrew Roberson,Joffe Books,Young Adult,Paperback,20.2,17/09/1984,276,,,3.57
978-0-693-20109-0,Book,Red model bill late,Andrew White,Random House,History,Hardback,10.17,16/11/2006,209,,,2.43
978-1-71008-825-0,Book,Some threat film yourself above industry,Mario Taylor,Corner Stone,Action,Hardback,23.68,16/01/1957,272,,,2.0
978-0-07-003771-7,AudioBook,Reflect quality method may ready difference,Sara Valdez,Corner Stone,Comics,Audio,12.88,01/04/1981,0,12:00,Bahni Turpin,2.45
978-1-85668-710-2,Book,Sure age health protect,Vanessa Martin,Penguin Books,Crime Fiction,Paperback,76.41,22/02/1956,182,,,1.7
978-0-7612-1224-9,Book,Manage fact list,Kristy Ford,Faber & Faber,Classic Fiction,Paperback,96.5,21/06/1984,192,,,1.08
978-0-904055-82-5,Book,Official certain parent,Robert Howard,Corner Stone,True Crime,Paperback,11.68,21/05/1953,196,,,1.93
978-1-944847-52-4,Book,Present radio husband white,Joseph Mcdaniel,Pearson,Classic Fiction,Paperback,10.86,15/10/1962,192,,,3.22
978-0-930380-10-6,AudioBook,Remain her have yard surface,Steven Gonzalez,Penguin Books,Period Drama,Audio,60.39,18/09/2002,0,07:19,Kemmofer Ikeda,2.15
978-0-86473-523-2,Magazine,Thought its high third,Shirley White,Penguin Books,History,Hardback,12.16,03/02/1987,174,,,2.75
978-1-78766-076-2,Magazine,Blue discuss difference,Jon Wilson,Cambridge University Press,Romance,Paperback,44.48,17/07/1986,153,,,1.18
978-1-302-61785-1,Book,Reveal nearly simply best agent,Annette Martinez,Severn House,Young Adult,Paperback,22.38,03/02/1957,176,,,1.01
978-1-05-179408-7,Book,Main writer garden girl capital,Robert Cooper,Severn House,Comedy,Hardback,22.72,17/11/1957,251,,,2.27
978-1-58349-470-7,Book,Machine material few,Wendy Klein,Penguin Books,Fantasy,Paperback,15.16,11/01/1973,270,,,2.58
978-1-5425-3693-6,Book,Science price too throughout,Scott Miller,Pearson,Reference Book,Hardback,22.05,30/05/1992,303,,,1.91
978-0-8477-6458-7,Magazine,Finish condition much cause,Frank Anderson,Hachette Livre,Thriller,Paperback,32.21,25/05/2011,209,,,2.13
978-0-441-56279-4,Book,Whose part course east,Tina Bass,Corner Stone,Memoir and Autobiography,Paperback,70.35,03/07/2005,195,,,2.11
978-0-927388-65-8,Book,Before draw floor exist,Ryan Hernandez,Bloomsbury,Religion and Spirituality,Hardback,21.66,15/03/1981,177,,,3.09
978-1-55227-437-8,Book,Century choose attorney carry what,Jody Parker,Joffe Books,Travel,Hardback,19.25,01/04/1976,163,,,2.54
978-0-7776-5761-4,Book,Ready direction trade you,Hannah Cervantes,Random House,Action,Paperback,20.61,07/01/2000,244,,,3.16
978-1-68197-914-4,Book,Six hundred turn art financial child,Donna Walker,Transworld,Thriller,Paperback,19.65,29/03/2015,221,,,2.12
978-1-77788-991-3,Magazine,Yes foreign us college data those,Patrick Stewart,Bloomsbury,Horror,Hardback,21.1,07/03/1948,272,,,1.67
978-0-7813-1904-1,Book,Smile skill for reduce fire,Elizabeth Coffey,Harper Collins,Period Drama,Hardback,29.81,13/11/2003,143,,,1.75
978-1-02-483700-1,Book,Camera each area floor true administration,Joseph Matthews,Cambridge University Press,Gardening and Nature,Paperback,17.28,02/08/1986,200,,,2.66
978-1-931807-85-2,Magazine,Myself field young make live,Monica Morgan,Severn House,Young Adult,Hardback,17.06,08/06/1958,236,,,2.63
978-0-19-689228-3,Book,Light whether direction situation page every,Jesse Williams,Transworld,Horror,Paperback,22.69,29/08/1977,225,,,2.7
978-0-85506-953-7,Magazine,Modern capital reality theory son think,Nancy Harris,Joffe Books,Science Fiction,Paperback,89.12,20/02/1999,185,,,2.52
978-1-958870-65-5,eBook,Debate national new natural forward natural,Jill Coleman,Joffe Books,Comedy,Digital,27.65,02/07/1959,123,,,3.74
978-0-422-61981-3,Book,Task Mrs everybody,Amanda Cortez,Corner Stone,Romance,Paperback,23.39,20/05/1941,201,,,2.47
978-0-373-76852-3,Book,Note look board place local,Krystal Arias,Penguin Books,Romance,Paperback,23.16,24/07/2009,188,,,3.58
978-1-79866-790-3,Book,Hour garden day story,Sharon Russell,Joffe Books,Horror,Paperback,24.48,22/03/1956,208,,,1.98
978-1-241-89239-5,Magazine,Employee wrong performance phone wind,Meghan Johnston,Corner Stone,Period Drama,Hardback,21.46,09/02/1949,191,,,2.04
978-1-82550-639-7,Book,Reflect fight interesting investment together forget,Bernard Ferguson,Corner Stone,Young Adult,Paperback,11.63,16/02/1968,241,,,3.23
978-1-4987-2350-3,Book,See newspaper bill serious tend however,Ashley Mills,Severn House,Poetry,Hardback,20.31,02/06/1964,179,,,2.0
978-1-371-43322-2,Book,Head trouble toward or structure camera,Robert Smith,Corner Stone,Memoir and Autobiography,Hardback,23.1,29/01/2015,196,,,3.29
978-1-4130-4182-8,Book,If store him nation,Randy Moore,Faber & Faber,Comedy,Hardback,11.83,05/01/1943,196,,,1.68
978-1-02-883557-7,AudioBook,Occur own democratic change type actually,Carl Williamson,Penguin Books,True Crime,Audio,23.04,14/11/1972,0,08:23,Jim Dale,2.23
978-1-165-86612-0,Magazine,Seem soon rise analysis,Maria Berger,Cambridge University Press,Politics and Satire,Hardback,13.31,07/06/2012,210,,,2.37
978-0-549-76985-9,eBook,Public those attorney,Daniel Grant,Puffin Books,Religion and Spirituality,Digital,41.05,09/05/2005,186,,,3.24
978-0-264-73904-5,Magazine,Can start address three he,Gina Mcintyre,Severn House,Science Fiction,Paperback,19.59,16/07/1975,256,,,2.39
978-1-344-73105-8,Book,Quite medical enter here another their,James Contreras,Hachette Livre,Fantasy,Paperback,28.09,01/04/1988,169,,,1.32
978-0-8321-3816-4,Book,Sound dark break,Johnny Phillips,Corner Stone,Poetry,Paperback,30.22,01/10/1975,244,,,2.69
978-0-316-72190-5,Book,Others space current different,Justin Black,Penguin Books,True Crime,Paperback,34.81,24/04/1965,130,,,2.27
978-0-312-65976-9,Book,Mr family soon they red two,Jennifer Perez,Corner Stone,Children,Paperback,22.01,15/12/1955,161,,,3.9
978-0-608-85970-5,Book,Art last bed attorney hospital glass,Harry Faulkner,Random House,Crime Fiction,Paperback,42.51,24/10/2009,207,,,2.1
978-0-530-95230-7,eBook,Thing the citizen best,Nicolas Davidson,Cambridge University Press,History,Digital,24.72,25/05/2000,241,,,2.25
978-1-07-239605-5,Book,Position individual professional,Kimberly Rivera,Severn House,Comics,Hardback,22.79,11/06/1952,213,,,3.36
978-0-01-312426-9,Book,Statement successful movement agreement effect will,Micheal Miller,Faber & Faber,Reference Book,Hardback,95.63,09/01/2006,246,,,2.41
978-0-219-25168-4,Book,Center since effort,Michael Oconnor,Severn House,LGBTQ+,Paperback,20.83,18/11/1949,194,,,4.78
978-0-7834-3793-4,Book,Fill police black find form,David Patel,Cambridge University Press,Classic Fiction,Paperback,24.76,09/03/1953,182,,,1.82
978-0-229-22362-6,Book,Health window sound much exactly item,Nicole Simpson,Puffin Books,Thriller,Hardback,77.55,07/04/1981,154,,,3.38
978-1-315-21652-2,eBook,Thousand before cup why threat similar,Debra Green,Harper Collins,Classic Fiction,Digital,28.46,28/04/1974,279,,,2.93
978-1-84498-752-8,Book,Culture consumer a argue box,Jessica Scott,Faber & Faber,Period Drama,Hardback,19.58,04/05/2002,127,,,1.79
978-1-906549-40-4,Magazine,Huge commercial other food security century,Riley Hall,Penguin Books,Romance,Hardback,26.01,03/08/2009,204,,,2.99
978-0-297-48703-6,Book,Single account central,Seth Mcgee,Hachette Livre,Religion and Spirituality,Paperback,41.59,15/11/1965,227,,,1.52
978-1-5484-7667-0,Book,Large but after,Matthew Fletcher,Harper Collins,History,Paperback,67.99,17/10/1960,256,,,2.39
978-0-340-81670-7,Book,Fear bit buy,Karen Henry,Hachette Livre,Period Drama,Hardback,32.63,24/01/1980,187,,,2.85
978-1-03-538702-1,Book,Including kitchen another,Nicholas Blair,Random House,Poetry,Paperback,39.29,15/09/2013,205,,,3.45
978-1-914785-35-1,Book,Player low develop wait,Joseph Mccarthy,Pearson,History,Hardback,21.95,04/11/1950,190,,,2.91
978-1-61574-814-3,Book,Talk open strong more particular,Michelle Simmons,Joffe Books,Gardening and Nature,Paperback,12.06,28/06/1970,244,,,3.34
978-0-441-88976-1,AudioBook,Look hit section,Barry Cooley,Faber & Faber,Travel,Audio,20.17,24/02/1957,0,06:32,Jim Dale,2.93
978-1-79129-745-9,Book,Central us today pass data try,David Thornton,Pearson,Science Fiction,Paperback,21.33,26/12/1959,175,,,2.77
978-1-111-49595-4,Book,And apply learn,Isaac Wilson,Transworld,Reference Book,Hardback,60.4,30/04/1995,210,,,3.73
978-0-382-38183-6,Book,Visit rather break certain role up,Courtney Edwards,Bloomsbury,True Crime,Paperback,14.91,13/04/2013,200,,,1.41
978-0-252-23461-3,eBook,Particularly away stock around kind,Chad Daniels,Harper Collins,Thriller,Digital,19.27,12/02/1953,187,,,3.36
978-1-71271-652-6,Magazine,Police we option seat expect reflect,Paul Gould,Transworld,Memoir and Autobiography,Hardback,12.57,25/06/1981,285,,,1.04
978-1-78040-945-0,eBook,Number address final dog,Mary Hernandez,Cambridge University Press,Horror,Digital,23.42,13/03/1970,247,,,1.88
978-0-10-957426-8,Book,Put impact last growth,Brittany Jenkins,Faber & Faber,Young Adult,Paperback,57.15,06/06/1981,175,,,3.07
978-0-87085-355-5,Book,Best industry discussion score country method,Michael Barnes,Corner Stone,LGBTQ+,Paperback,34.07,03/10/1968,202,,,3.11
978-1-01-383692-3,eBook,Son goal have visit,Beverly Carpenter,Penguin Books,Children,Digital,74.35,07/02/2006,119,,,2.07
978-1-76188-421-4,Book,Coach all but continue lay,Rebecca Warner,Bloomsbury,Comedy,Paperback,35.87,11/10/1958,244,,,2.2
978-1-210-87344-8,Book,Future want factor however half,Robert Powers,Harper Collins,Classic Fiction,Hardback,45.34,03/01/1977,216,,,2.15
978-1-72436-250-6,Book,Market measure son,Scott Peterson,Severn House,True Crime,Paperback,92.81,18/09/1968,234,,,2.11
